AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CODE_GENDER,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
169007.8426975295,171341.22188540758,16116.78001434735,-7331,-6372,0,0.20701503767322008,0.3079979861203414,0.910725114142672,F,Higher education,Core staff,0
92555.37117610264,93409.20970779088,5661.62898634294,-18526,-8435,1,0.1954863094541008,0.3860209644106183,0.7907523317441381,F,Higher education,Core staff,0
50867.94469509124,189705.89928396363,8846.002445493865,-10321,-6333,2,0.5299089396746647,0.19715513547255434,0.3060661013085288,F,Incomplete higher,,1
109164.03749477402,95110.26736464417,11122.704227380977,-13772,-3541,0,0.49935331876087824,0.20777131125508277,0.5747575009848158,F,Higher education,Laborers,0
48823.26956253315,127406.68541188409,6449.4093239874055,-24230,-5904,0,0.11900943078024666,0.6024124611328908,0.1711351793888818,F,Secondary,Laborers,0
99999999.0,89546.27082494386,11395.655410174239,-23157,-8981,2,0.3098515369742601,0.31231292900381763,0.4120959377630948,M,Higher education,,0
36168.96987842597,240549.63868613585,4955.862810555086,-24927,-2072,0,0.21318772485270607,0.3453842068162522,0.23926643092103514,M,Secondary,Managers,0
23496.436245085835,272411.9359405191,14484.683788218317,-6956,-524,1,0.2773973314298913,0.5756119248718724,0.3623104143519942,M,Higher education,Managers,0
50223.74782078671,141382.9800815471,8149.075025467285,-8941,-1746,1,0.38391739210370907,0.5760696398844783,0.39019186209176593,M,Higher education,Managers,0
60428.08078813015,166532.00580326424,6383.267782401347,-17000,-4035,0,0.3169378184418632,0.7522231808173369,0.11294535277004124,F,Higher education,,0
138443.64910337672,68244.02416691575,7189.143292900671,-11727,-7731,2,0.36088600147516714,0.7097943335716352,0.3250695341993017,F,Incomplete higher,Core staff,0
70506.74703759553,135970.60629786312,11198.86494282742,-8879,-1165,0,0.2782147059289133,0.5815365668413279,0.8945829716094984,F,Incomplete higher,Managers,0
53661.427998312654,157925.2706849536,6413.8685336324725,-24669,-5279,0,0.3787614993138495,0.47786716766185905,0.17477399375661246,M,Secondary,Drivers,0
90644.70387486913,784244.297397881,6004.454709008802,-7195,-1592,0,0.28225893759779574,0.6029962272293726,0.2702443469185463,M,Incomplete higher,Managers,0
19819.713357544155,83518.19443563487,7415.92772194577,-17488,-9805,0,0.2582465587194413,0.4512449266194745,0.05013466123393525,M,Higher education,Drivers,0
67360.04244611406,391799.82712176937,5060.472588676939,-20069,-6727,2,0.22881975981881475,0.32300231422955467,0.45620438553789516,F,Incomplete higher,Drivers,0
88029.9694085707,296000.15710893495,16784.608137979347,-12258,-4890,1,0.4538575991796902,0.7243040238143676,0.3771228261642017,M,Incomplete higher,Laborers,1
28586.986538207104,192602.13100519837,6460.371891828205,-11574,-2599,2,0.6310915755415254,0.4864159361263984,0.14963178042935252,F,Secondary,Drivers,0
106072.385446079,467508.2574348234,11301.002464884106,-19887,-6788,0,0.08720315147174539,0.30229604582405134,0.2660370376627033,F,Higher education,,1
70915.7763829818,203467.84947877665,8811.280314021331,-16581,-7245,1,0.10119373309369825,0.30897444870356644,0.15222628336790914,F,Secondary,,0
48647.51674531342,205560.4679156486,5465.366053568125,-22119,-8479,1,0.45282721582136803,0.6279754512425233,0.29827984681379355,M,Incomplete higher,Core staff,0
82157.29603160586,157649.20280005998,8083.806291826503,-11855,-4326,2,0.4667409508064711,0.3160022186367127,0.27375854602178257,F,Higher education,Laborers,0
186343.3891636934,339130.8599576556,11087.804745305884,-11444,-8920,1,0.3138001844880633,0.6206575742368314,0.24772223205583682,F,Secondary,,0
65573.90640134699,314230.33291279606,7515.294321558031,-22425,-4377,0,0.16940504774853427,0.5104624926031991,0.6333223709044405,M,Secondary,Drivers,0
67785.95459824879,111814.1757745822,13059.161255094723,-12286,-9279,0,0.5013226803585604,0.32469962558128823,0.748239033521003,M,Higher education,Core staff,0
47587.22159200755,73751.13642535769,12192.86418966575,-18815,-8438,0,0.10998739757127116,0.7458501279740503,0.5768083382535939,F,Secondary,,0
39146.95087591868,144092.62739496556,11702.595594474698,-16344,-9361,1,0.4342163998594141,0.650323413201025,0.1603598959940327,M,Secondary,Core staff,0
90686.87413558061,100707.63160250208,6742.171217265037,-19259,-5740,3,0.16831590834941446,0.17115500845206863,0.41555651931827503,M,Secondary,Laborers,0
39025.01333335922,156668.16600715707,5260.929603853847,-8339,-4810,0,0.17843019275585736,0.6074558975235599,0.45834264324173574,M,Incomplete higher,,1
62055.41893757832,341964.729568727,6339.561987216922,-24935,-6264,0,0.4858614547708635,0.5068658381101936,0.283845804528817,M,Secondary,Core staff,0
47153.86591888612,123700.55028900488,8764.7771869901,-20738,-2254,0,0.6953278464662199,0.24088101325701292,0.6264637715383329,M,Incomplete higher,Drivers,0
76076.13642505597,158626.2319176824,10080.06192956907,-19296,-9911,1,0.22360988583443392,0.3166105990907971,0.4172524905614342,F,Secondary,Managers,0
70744.56923595593,168520.66140726002,3399.4585165941858,-9645,-8749,0,0.06431381639534177,0.5827479480699377,0.4092127920014496,F,Secondary,Core staff,0
100586.16196123956,270779.070488068,8076.829770239225,-16406,-706,0,0.3994732625269779,0.13681477015381047,0.32379706300557654,F,Secondary,Managers,1
46397.07978532083,42271.41632439349,8632.036109382852,-12825,-5297,0,0.18371455701573508,0.49835416762691315,0.47158139864065607,M,Secondary,Managers,0
52316.261671907756,113094.58954265698,7251.635419208838,-12304,-9652,1,0.3792836970167661,0.4552023348313835,0.4531681258974557,M,Higher education,Laborers,0
36703.16030209078,184752.10183090495,13582.12047195906,-18745,-5948,1,0.21944904520009387,0.5442295281482582,0.25722847581053204,M,Incomplete higher,Laborers,0
47947.08902709874,334384.6893995629,9592.262181651924,-17559,-7059,1,0.10250533201234055,0.4547311461064064,0.41048848072260563,F,Higher education,Drivers,0
72305.12179596144,121158.94183620503,13685.289328010906,-10014,-1563,0,0.09543557466313542,0.3487523644629154,0.4995550395793764,M,Higher education,Managers,0
87421.30605628362,52789.54170862462,7432.486896422295,-11650,-9729,0,0.1558058657010548,0.28867800797373505,0.12967993768496708,F,Higher education,Managers,0
37756.66660567217,236056.59570806584,11789.81140243572,-10560,-7970,0,0.29889434643258883,0.70622441121849,0.1392971519606949,M,Higher education,Laborers,0
92485.11207932662,111166.3010439828,15584.413479061906,-17040,-2164,0,0.47434115083195916,0.42272242813451183,0.25362076134573686,F,Secondary,Managers,1
117926.74780886009,79713.95986189571,13693.511407180746,-7179,-343,0,0.20711328132713225,0.30786452679494936,0.5662275781117095,F,Secondary,Core staff,1
73623.345713278,111903.56651931784,5235.111189041244,-11335,-613,0,0.30481093734621323,0.2986153441050903,0.4067061719796081,M,Higher education,Managers,0
153031.32320929592,145697.0559023648,7321.200300441849,-18371,-2959,1,0.14854085544220327,0.16385485662689134,0.5847543623058886,F,Higher education,Managers,0
40664.28226287613,113227.3701470491,7058.12078871554,-11172,-4825,0,0.6877665829946091,0.3618568621464035,0.6076056099577299,F,Incomplete higher,Laborers,0
32134.0870749356,43332.59342172478,9854.680648417183,-20459,-194,0,0.08636520930587874,0.10786083938882116,0.7864149976691379,F,Higher education,Laborers,0
24603.39881400804,278797.14517615654,10663.0675821763,-17124,-8874,2,0.4244306213092516,0.15255704168424702,0.47708991810562523,F,Secondary,Drivers,0
126503.10796543123,349732.908918372,5793.216426427567,-11689,-5621,1,0.17779590591959937,0.490820141767178,0.8953286022429109,M,Incomplete higher,Laborers,0
83048.7304356145,240605.32027362712,8325.974837299516,-10412,-1292,1,0.1524813789576557,0.5010756124709709,0.40104344751784715,F,Higher education,Core staff,0
58233.01055214498,82239.30236565412,3612.0438954603383,-8352,-507,2,0.31071068588367245,0.3729984200578713,0.20958723527072642,M,Incomplete higher,Managers,0
68870.57607386906,144221.4262218139,14425.86424126227,-12620,-1948,0,0.5066447043883527,0.36018433399132355,0.8488830440831056,M,Higher education,Drivers,0
34106.91662736838,162119.21049698995,6601.487647351212,-15123,-9389,1,0.4031580703913976,0.5483933637540294,0.6813548742959437,M,Incomplete higher,Managers,0
203389.06290894505,233112.54314853193,8286.190193230312,-7182,-9251,1,0.08585975992791293,0.27719642286812224,0.4549220021446197,M,Incomplete higher,Laborers,0
63870.354123852245,243045.5840056665,7159.104013928103,-19903,-8144,0,0.38421602739729976,0.16954327490359444,0.5014738608835565,M,Secondary,Managers,0
63240.322902938715,104767.16814560206,12815.504808262625,-6956,-1409,0,0.25390125410510467,0.5065995762584544,0.2715082227101964,F,Incomplete higher,Managers,0
86067.16957484296,170962.12741470567,2604.5037146858854,-6262,-8474,0,0.2563724557682926,0.5834852084498365,0.14665208859653964,F,Higher education,Core staff,0
76153.37028663524,214136.35045526057,8049.424386469613,-18539,-3771,0,0.3919274024055081,0.2429918092148533,0.33706102010824524,F,Incomplete higher,Managers,0
66966.11419425694,389840.66887661256,7767.258090678722,-17956,-1489,0,0.6067775876032685,0.6792140430854543,0.1784510591708204,F,Higher education,Core staff,0
40326.44645481613,248377.22148604752,6758.426968310175,-19503,-1473,0,0.34128802745454156,0.4554040559771063,0.41263469308304057,F,Higher education,Managers,0
75790.95054609695,261302.4982794525,16163.172295984086,-11249,-7902,0,0.4034608866603944,0.26019037742873363,0.414269998849978,M,Secondary,Laborers,0
153431.9228425716,171150.05695860725,5682.054854540279,-15696,-2135,0,0.6363640788867181,0.42042980435129235,0.6083882184907151,M,Incomplete higher,Drivers,0
117325.80748210337,379373.12070465804,11033.79892993293,-14574,-9827,0,0.2908342978299786,0.07888032123181887,0.6447131618107083,F,Secondary,Laborers,0
132799.17628336095,208117.4114552218,9344.106619520675,-13942,-167,0,0.2346989337254158,0.4383220380345516,0.20588073471430665,F,Higher education,Drivers,0
46369.26663637635,97085.4943063615,13421.426494166164,-13740,-9500,0,0.5219736921065085,0.11541681663634981,0.5870363314774436,M,Incomplete higher,Managers,0
36504.74714463172,377762.8822275364,6205.084813313681,-6437,-6354,1,0.49925137365038325,0.5407382303218745,0.5050470835882928,M,Incomplete higher,Laborers,0
56224.424434517496,247395.10761018214,6043.946311131806,-24366,-3781,0,0.40011991779297135,0.7561186200517225,0.20449672572586375,M,Higher education,Core staff,0
61565.840362898685,124763.29577869353,12561.95352039245,-14943,-7637,2,0.47533435204023633,0.2574252272428195,0.30670805736917994,F,Secondary,,0
103476.08055559553,122064.42029520453,9605.85918770856,-11655,-2460,2,0.3202013021476189,0.19310517583619916,0.23409585480241393,F,Secondary,Core staff,1
25687.703289213394,194452.91434132383,4367.845130520645,-14853,-8104,1,0.35370849874803073,0.41852824923354254,0.47645498358187494,F,Incomplete higher,Managers,0
128640.26696912204,214896.30257629408,6530.756034558678,-6398,-4241,1,0.17560239156925336,0.7010381313478494,0.35254259652320347,F,Secondary,,0
55325.87888838205,183207.6264370175,9457.402635841709,-23611,-90,0,0.17103074912698402,0.33924875716446395,0.4137952037978002,F,Incomplete higher,Drivers,0
48366.343327977345,196179.47422799008,11328.82553185621,-11929,-8222,0,0.31366188172092385,0.11488983043254027,0.3817377675428282,F,Secondary,Laborers,0
36096.37819826111,451339.1921111173,6175.269095237667,-13678,-6943,2,0.36450864002093275,0.22075614989384768,0.1540334553332499,F,Higher education,Managers,0
26175.304373264964,309565.7820022232,2525.760802063263,-20724,-4810,0,0.1923730417376332,0.3542728433091343,0.6135284172155625,F,Higher education,,0
90362.55915785453,182477.35365786892,9989.494545283054,-12694,-3003,2,0.13519869941692542,0.22339204325758671,0.4681658709990648,M,Higher education,Drivers,0
62109.79491565603,286297.38247822307,4973.463332657976,-23751,-5253,1,0.4169462193682745,0.20335922170411144,0.3040754919644037,F,Incomplete higher,,0
31414.33354703088,87595.56588423408,3615.7857917531005,-7371,-714,0,0.10941497288950458,0.6993715753962162,0.3487026700319016,M,Incomplete higher,Core staff,0
31334.049038210866,206644.71189999054,2609.9063801689645,-16755,-9955,0,0.14651246525215206,0.22724899658470565,0.48897507863678563,F,Higher education,,0
50620.28429566803,481944.29212054535,11221.561539980365,-13898,-2242,1,0.10909849722607523,0.2099072401908944,0.49075390426904447,M,Higher education,Drivers,0
137931.26531702143,142796.0207730722,8530.873002109136,-8774,-363,0,0.06815623282568022,0.27840612830104355,0.5952860486772432,M,Secondary,Managers,0
52585.95376193893,97872.3779184053,7403.716980266132,-14412,-2947,0,0.19681727887646971,0.30755408144795654,0.5220295013271026,F,Higher education,Laborers,0
28238.131472804795,110056.22679299963,14123.7032315624,-24558,-6799,1,0.14098588661375422,0.5202851877878911,0.0964920342536462,F,Higher education,Laborers,0
52951.329958012015,84644.90337975285,10455.985548826447,-18024,-9545,1,0.743636740054124,0.6047380792326735,0.21071852791544224,M,Higher education,,0
52241.79976042822,101634.96057887234,15467.866424521659,-20325,-146,0,0.48440576206321667,0.17880348487196343,0.43389720580249885,F,Incomplete higher,Laborers,0
15545.969354807467,130313.07987506913,4642.024251258465,-13197,-7076,0,0.6947624895246186,0.48179680808802644,0.711144669026071,F,Incomplete higher,,0
58270.577260672944,70028.65458558714,7991.86757437663,-17047,-2202,2,0.07178418824451019,0.4415545553576373,0.19520490963307552,M,Higher education,Laborers,0
53344.85080865207,164287.13521307195,4244.225575812345,-20623,-9035,1,0.2286981108959846,0.3195918986106561,0.5088874906185118,M,Secondary,Laborers,0
84804.4402973927,279670.1925838077,7392.690843777609,-14401,-5036,1,0.24591999087124888,0.244029078402013,0.21195777581958927,F,Secondary,,0
150915.90610821356,94404.71443278524,7336.034072549489,-17942,-8472,3,0.09997530498797703,0.5090817836364665,0.45299336873394225,M,Higher education,Core staff,0
105164.65195329612,404970.8443285346,10411.283562339278,-7794,-7024,0,0.5285813912540219,0.456514980998391,0.2983310502870329,F,Incomplete higher,,0
52342.06635272446,221123.19157073958,8252.121125936823,-13106,-6929,0,0.06657173292050876,0.5481818739400983,0.6145640134400622,M,Higher education,Drivers,0
34431.84168573659,302050.15277920826,10397.938614218841,-22061,-5131,2,0.29075089683970173,0.3088177890944009,0.4948370825513639,M,Secondary,Managers,0
216789.0200252125,109677.47228380028,10736.195333034348,-23969,-3613,1,0.20957612432250936,0.5863345561021904,0.5197774199959281,M,Incomplete higher,Core staff,0
61673.47514207814,271771.01558152755,19186.678152193712,-14792,-7479,0,0.1356638906743647,0.6116766131283078,0.44014172622503234,M,Incomplete higher,Laborers,0
60292.599427614514,84528.13020354172,7142.951447269526,-24438,-3475,0,0.041089763505674934,0.7125604553474298,0.06701612151971632,F,Incomplete higher,Drivers,0
59156.245803057325,277658.85546371347,5561.3208375025415,-14270,-8874,1,0.35738957198592985,0.4949500040581786,0.3695566156329839,F,Higher education,Managers,0
66107.82369834432,180430.9804545519,8941.27473782609,-8276,-3368,0,0.39692171937715004,0.2893470186563467,0.4612221099590991,M,Higher education,Managers,0
55704.69950267315,226828.7784716692,5878.682723293464,-8848,-4227,2,0.17207803912871297,0.47080527231178787,0.2460086276683403,M,Higher education,Drivers,0
44943.840323953096,80389.85266962973,14658.626890461293,-11002,-2284,0,0.44347679895218006,0.7507844078179626,0.3072949392442421,F,Secondary,Core staff,0
45550.21074629448,95126.04633034313,7235.196399318643,-6320,-6596,0,0.41375647985676856,0.45732836210121325,0.6533050050277379,M,Incomplete higher,Drivers,0
58901.590041823496,232893.5895342628,6462.486648706704,-8382,-5508,0,0.23099838545763823,0.33689964712759735,0.42630310079104544,F,Incomplete higher,,0
45628.49152048239,92133.25181913399,6710.801769257735,-15692,-7657,1,0.31858920180791045,0.39646575885198937,0.15186162149686966,M,Secondary,Managers,1
41922.46453526334,214899.07434793818,10800.708030992218,-15391,-9894,2,0.33461937379452444,0.4075260949235492,0.08491299059678267,M,Secondary,Managers,0
63146.652258889895,71662.10147929635,7607.5861549405945,-7325,-6846,1,0.20294787333359918,0.36796663439271976,0.5422556488966341,M,Incomplete higher,Laborers,0
52707.41313259965,270737.37325541937,6268.756395617727,-16280,-5947,2,0.44444295019981583,0.42044333194677364,0.32866013867392685,M,Incomplete higher,Drivers,0
127006.87455008226,77690.32499305486,15774.354494528232,-14828,-5199,0,0.22406317516755647,0.6527066039620901,0.13505238733445463,F,Secondary,Managers,0
15907.008795064397,226699.34849054794,5753.31830429996,-10543,-3861,0,0.42814008991286995,0.4279866442689253,0.15513832587927237,M,Higher education,,0
103337.27435251228,236896.4868086978,8219.185779975975,-22061,-4420,2,0.08546585344832651,0.3344990635157774,0.34491206197266067,M,Higher education,Managers,0
111640.88291943404,107144.84707045127,10518.832075023174,-10655,-9786,2,0.11907720780186089,0.16464499441358516,0.4647813761927364,F,Higher education,Managers,0
21232.85199831265,230779.0273802421,4219.474848627673,-8842,-4600,2,0.48715464406499726,0.39619866144522053,0.23774602799572514,F,Secondary,,0
50445.87220750977,190282.55118743356,9819.291013875083,-19565,-3125,1,0.21360072037816008,0.42625572130207556,0.2888453864477901,F,Incomplete higher,Drivers,0
49725.81864333337,117794.267530265,5313.2391082153845,-19608,-5711,0,0.2456103052785406,0.49253798249580727,0.2695502633729579,M,Secondary,Core staff,0
29621.157122548884,88864.42649914832,11261.13968947888,-17028,-5747,0,0.3698415319530921,0.6313466875838172,0.3376839820852796,M,Higher education,Drivers,0
40582.47719343531,50132.49025651216,5513.415567093173,-7383,-1344,2,0.060194752576269314,0.7446415346706184,0.25258295498725425,F,Higher education,Managers,1
34362.188841878364,200744.86017738844,10690.466187386482,-10201,-3753,0,0.1884518964187175,0.3254628095404398,0.12411499709868881,F,Higher education,Laborers,0
143793.74446833108,63647.69165986104,12611.107175820935,-9948,-3823,0,0.3298135854383702,0.37367356053276685,0.3103337259207814,F,Secondary,Drivers,1
95591.50130205641,172336.89288792215,11436.60677378628,-18956,-2731,1,0.03271925739597733,0.505236992522066,0.2424578156965424,M,Secondary,Core staff,0
113071.7155752547,138958.56447219476,8960.010333809292,-10585,-7628,0,0.1868671534643545,0.38361028959802784,0.43445704099120297,M,Higher education,,0
85891.14623214552,244625.96885501934,7387.019540852383,-7726,-3166,2,0.12036817219457283,0.44608476055762286,0.5240922234227011,F,Higher education,Managers,0
34046.21394631059,135777.48706817528,6434.517711193737,-11142,-1217,0,0.07679436962441037,0.6769642244113176,0.07670605738980639,F,Incomplete higher,Core staff,0
46061.828318225176,133563.37031348087,14594.70216343773,-7428,-3383,1,0.30432765824751223,0.41840966353273024,0.2356677016063452,M,Secondary,Managers,0
76472.56137309872,252488.8637016306,6125.415757795029,-19356,-4850,1,0.09654814602870629,0.5761336714841396,0.5346197783372197,F,Incomplete higher,Managers,0
32498.073692265825,198994.9680986435,5351.721536069065,-7876,-925,1,0.23958898862362424,0.2347012470098655,0.6183847199264979,M,Higher education,Drivers,0
85519.45860771273,196750.86728181734,10573.938007122073,-7247,-1898,0,0.2196321122935504,0.4080112130223678,0.3255362562860958,F,Higher education,Drivers,1
53094.96071412072,215682.03757719937,5893.146112190306,-6616,-5842,0,0.4924123458257048,0.6024285032028894,0.19658369451648589,F,Higher education,,0
49641.85443148421,64773.815965629205,5541.2456498671445,-7145,-2273,0,0.06388523625717069,0.294896694821507,0.45620639854743605,F,Incomplete higher,Core staff,0
85432.33893080539,256292.1305933522,4548.525052615583,-7080,-4794,0,0.39174976553107194,0.326636654064947,0.4063108175804007,F,Secondary,Core staff,0
74766.98247446856,235033.0158902745,6679.751493159018,-8298,-9697,1,0.3458003672823173,0.45970050335731344,0.10534418792323165,M,Secondary,Core staff,0
49986.93334168199,88432.08390264623,7839.37186160456,-19847,-9667,0,0.2261621432147456,0.585732605353145,0.1590561236350021,M,Incomplete higher,Laborers,0
106901.68953246596,140582.77157124042,8930.580622415073,-23106,-5494,0,0.3378528810940879,0.6306340304498282,0.26895227271046457,F,Secondary,Core staff,0
34873.0058025565,158961.231976204,11855.207455071655,-17009,-7669,0,0.2563505387717322,0.5180215424096549,0.7900411615280009,M,Incomplete higher,Drivers,0
81468.18080885283,150136.76575378334,10004.188851980474,-9561,-5439,1,0.31217148613463525,0.710763762862105,0.4294751039667453,F,Incomplete higher,Laborers,0
80543.33398837637,198851.97445215806,7507.449792419616,-15533,-9921,0,0.0569173711568014,0.48132779095673006,0.2321609534655621,F,Secondary,Managers,0
51288.75366607557,384162.1734465253,7485.489778992533,-19065,-6237,2,0.23900797912055452,0.43889187978651484,0.7632212633940603,M,Secondary,Managers,0
70478.74902711723,311470.5395344634,9937.422772047232,-7893,-4804,1,0.18539696357485802,0.566216395675253,0.22729663284830276,F,Incomplete higher,Core staff,0
32030.47946719735,74062.7868912456,13480.885404981846,-22671,-9268,1,0.41117128329465785,0.36426165195890814,0.36775466323101763,M,Secondary,Managers,0
95036.23411527526,236390.8821497219,8523.017125033786,-15673,-6024,2,0.20222695181200945,0.44060466440524976,0.7307626167152614,M,Secondary,Laborers,0
54586.8850198534,361262.4536987875,6716.669216375054,-22230,-4341,0,0.28743675359969034,0.1859610069771099,0.5386371424005516,F,Incomplete higher,Drivers,0
46103.239134630356,205270.74876521618,5447.181508950058,-20154,-8616,2,0.31006903777965056,0.5294593568723232,0.52259693298123,F,Higher education,Drivers,0
101164.64457815088,313197.1849750582,4545.613105598195,-8349,-7876,1,0.2666836360580971,0.3849505908335373,0.5584863717804318,M,Incomplete higher,Laborers,0
42101.05819924688,544357.9291203433,10577.748428443076,-8724,-3348,2,0.6538374272214897,0.307177432138026,0.48080453438500514,M,Secondary,,1
29607.09631107937,300807.47696012096,10210.699391566803,-10367,-4717,2,0.4021806525858891,0.7087831119422245,0.2684143382096306,F,Higher education,Core staff,0
27492.964463674314,189015.66182076206,10208.187874437079,-11372,-2824,0,0.19546624009053562,0.35868661785235917,0.12092745828854971,M,Secondary,Core staff,0
81064.86986553993,304690.8955406812,7696.617468027657,-24431,-610,0,0.06000937675616883,0.6481678433238948,0.8622900444915264,F,Incomplete higher,Laborers,0
31564.404467188902,177536.71291919818,14225.250922139905,-23027,-3395,1,0.3265807061271148,0.6117593483311096,0.30453357235549466,F,Incomplete higher,Core staff,1
143975.30790775642,165105.81097222175,6676.52286733243,-22178,-4293,1,0.2583467337794432,0.29184176134613393,0.62641436598316,M,Incomplete higher,Drivers,1
21142.38972950183,131814.57228681946,11874.015199350271,-24730,-7708,0,0.35705315535111243,0.7650534902196061,0.6286753636574001,F,Higher education,Laborers,0
139836.3632641612,415836.74208265636,7978.477174770452,-8680,-1624,0,0.42228286417131455,0.27681410090697267,0.34813652469695416,M,Secondary,,0
66536.68532784165,99602.52557548626,6352.8556161313045,-17359,-9003,0,0.24162099017075195,0.4522783630299239,0.4535995439902684,F,Higher education,Managers,0
57047.72311002692,408162.4903677685,10270.30625601248,-16070,-5336,1,0.18227694060038835,0.2821426546246859,0.5536820407933285,M,Incomplete higher,Managers,0
45594.41256818886,219678.07852069917,9545.77996635535,-18320,-7643,3,0.3652226075786792,0.47996824364264173,0.4212572237489976,M,Secondary,Core staff,0
73098.86048501164,70292.21240897465,9346.797999718341,-23743,-4509,1,0.3298773500235722,0.508460110958605,0.8510810622071496,F,Incomplete higher,,0
58758.00328097194,202924.5625277507,8370.855502404796,-16750,-8321,0,0.17158974002413097,0.6077324818935086,0.24293170583322493,F,Secondary,Drivers,0
103948.50809141858,46165.317671797064,7981.189722095736,-19630,-4285,0,0.17617192479769325,0.12338485661353173,0.5670832883566886,F,Higher education,Core staff,0
63393.32331120915,236879.01631594976,21064.591821868715,-20142,-5114,0,0.3727542839537606,0.4626588701944187,0.5202626325621615,M,Higher education,Drivers,0
64547.126585600825,276824.4666216019,13012.980757713405,-16419,-2560,0,0.09353746375187824,0.3740142270344639,0.2818112670909937,F,Higher education,Core staff,0
49920.843198341325,114072.15053485059,10819.775006863487,-11509,-3179,2,0.2677560656686467,0.39426854964779584,0.43748890301616455,M,Higher education,Drivers,0
58193.39784174028,175278.00940962855,8473.675723976492,-12564,-6473,0,0.22082955006342544,0.47751851828543873,0.8822807882315599,F,Secondary,,1
69835.71851549082,525704.4545076638,12123.037902522798,-12130,-3187,1,0.4120254791050833,0.15853531934250362,0.7874037131051993,M,Secondary,Drivers,0
25461.32221185693,120156.69690045682,9968.624709443438,-8496,-7255,2,0.2583014299159148,0.5044761283205287,0.30515374603906353,F,Higher education,,0
30512.97521287938,86219.82751403746,8188.466355321568,-18092,-5910,2,0.385987523454012,0.387212039562473,0.5185332930800524,M,Higher education,Managers,0
86823.45187187749,395932.11211122666,7176.551612728192,-14156,-3842,0,0.13692498011046403,0.3654408933184605,0.33680978730981415,M,Secondary,Core staff,0
65214.21326791442,528370.1265289199,7845.010981186008,-6313,-1439,0,0.12094958377863067,0.3650893576578405,0.2989801119334509,F,Incomplete higher,Laborers,0
54611.96799841601,163116.08481797046,2279.7696944691666,-20139,-2529,0,0.5384098107411428,0.5458797794037384,0.6815926318083,F,Higher education,Managers,1
60428.550735390454,298605.2724738635,8815.266577450418,-22089,-6257,1,0.08189788819801413,0.6414494933809165,0.3521063268216537,M,Secondary,Drivers,0
71238.65466505353,363991.4106840158,6664.895595879136,-16009,-105,3,0.1935774996859529,0.4732956596362739,0.5121396387655458,F,Higher education,Managers,0
45712.18446542342,104246.07201906189,15322.352658832344,-13428,-2992,0,0.5055443996494631,0.166510932173566,0.5197346713417174,M,Secondary,Core staff,0
40572.57550990736,121639.43522532887,8166.025775572021,-14702,-6676,0,0.5276712918438065,0.30312408233352595,0.3495886638166098,F,Higher education,Managers,0
66033.8407044005,340620.6616549975,5036.237891260266,-17764,-1368,2,0.3208636438368616,0.5151775720342843,0.4584387389417909,F,Higher education,Managers,0
36710.33533642748,447310.63593825296,7943.012881297617,-19435,-6743,1,0.14798096451575496,0.318042256578018,0.9380427934078699,F,Incomplete higher,Core staff,0
73432.82912233131,228143.139575397,5332.372638115252,-7507,-9774,3,0.521881121392691,0.5829671073136182,0.6610865202982888,F,Incomplete higher,Core staff,0
25558.064910052737,96000.76007809315,9792.41089595081,-18071,-7599,0,0.5732850632541453,0.11833627976146695,0.13322017149012114,M,Incomplete higher,Laborers,0
100165.3719581163,536186.1459697444,9103.17875946446,-7366,-5282,0,0.04784640260801065,0.6488008609438946,0.5368385834602688,F,Incomplete higher,Managers,0
75833.75136584847,118351.8754328306,11886.229836059609,-6967,-8976,0,0.1410099342131644,0.6658086371030993,0.4899224298175259,F,Higher education,Drivers,0
68051.14726988299,133108.16286254267,5905.546560741637,-17649,-4328,0,0.19453554719236948,0.7340051918483605,0.7337142824241066,M,Higher education,Core staff,0
97865.12086688574,199866.0559053069,8214.065252067814,-10099,-2273,1,0.33888720497582003,0.17671439517363757,0.5654690718017165,M,Incomplete higher,Managers,0
137686.85544316834,413534.5117295995,4693.769555690692,-14362,-4720,0,0.5067664180343282,0.5412178752231679,0.6233909884619647,F,Incomplete higher,Core staff,0
99427.60123394549,271681.4681154726,10727.844314337888,-19172,-9130,0,0.22038409201145354,0.5518738441963873,0.45546093953168865,F,Higher education,Laborers,0
23850.55781074491,208755.56482814113,9972.119939276374,-13444,-6801,2,0.15988970445407508,0.17886142448473985,0.07206888492836538,M,Secondary,,0
31577.85985873585,214909.67833404482,9880.535685092515,-6901,-8255,0,0.17829749916814866,0.36108771847201765,0.40876290063099,F,Incomplete higher,Core staff,0
43808.83161796039,167060.08233991536,8108.333285953749,-16850,-4730,1,0.5484166847603712,0.19606293243836434,0.35080336009801805,M,Secondary,Laborers,0
60660.34842372081,227495.03858348736,9565.413928985932,-14893,-1365,0,0.08403539478151059,0.4180763788222026,0.4795108160044859,F,Higher education,Core staff,0
77561.73743155549,35677.087442362856,15394.039119731628,-23243,-4114,2,0.29113355411230923,0.484754728058244,0.15424289793413395,F,Secondary,Laborers,0
41652.975825051704,136221.22867763138,7229.768513785557,-6807,-4410,0,0.07297757445625945,0.5238464118838859,0.5426346504348698,F,Incomplete higher,Managers,0
